Employee ID,Name,Date,Status,Check-In,Check-Out
EG-EMP-1054,Khaled Soliman,2023-10-05,Present (Office),08:45,19:30
EG-EMP-1055,Salma Khalil,2023-10-05,Present (WFH),08:30,18:30
EG-EMP-1056,Omar Said,2023-10-05,Present (WFH),09:15,17:00
EG-EMP-1057,Dina Mahmoud,2023-10-05,Present (Office),09:00,17:00
EG-EMP-1058,Kareem Farid,2023-10-05,Present (WFH),08:30,19:15
EG-EMP-1059,Hoda Reda,2023-10-05,Sick Leave,,
EG-EMP-1060,Ahmed Mansour,2023-10-05,Present (WFH),08:45,19:45
EG-EMP-1061,Mariam Hassan,2023-10-05,Present (Office),09:00,18:30
EG-EMP-1062,Youssef Ali,2023-10-05,Present (WFH),08:15,18:00
EG-EMP-1063,Laila Ibrahim,2023-10-05,Present (Office),08:30,17:45
EG-EMP-1064,Khaled Soliman,2023-10-05,Present (Office),09:30,19:45
EG-EMP-1065,Salma Khalil,2023-10-05,Present (WFH),09:45,17:00
EG-EMP-1066,Omar Said,2023-10-05,Present (Office),09:00,17:15
EG-EMP-1067,Dina Mahmoud,2023-10-05,Present (WFH),09:00,17:15
EG-EMP-1068,Kareem Farid,2023-10-05,Present (Office),09:30,19:45
EG-EMP-1069,Hoda Reda,2023-10-05,Present (Office),09:45,18:30
EG-EMP-1070,Ahmed Mansour,2023-10-05,Present (WFH),08:45,18:15
EG-EMP-1071,Mariam Hassan,2023-10-05,Annual Leave,,
EG-EMP-1072,Youssef Ali,2023-10-05,Present (WFH),08:00,19:45
EG-EMP-1073,Laila Ibrahim,2023-10-05,Present (Office),08:15,19:15
EG-EMP-1074,Khaled Soliman,2023-10-05,Present (WFH),08:45,18:15
EG-EMP-1075,Salma Khalil,2023-10-05,Present (WFH),08:30,17:15
EG-EMP-1076,Omar Said,2023-10-05,Present (WFH),08:45,18:00
EG-EMP-1077,Dina Mahmoud,2023-10-05,Present (Office),09:45,19:45
EG-EMP-1078,Kareem Farid,2023-10-05,Present (WFH),08:00,19:15
EG-EMP-1079,Hoda Reda,2023-10-05,Present (WFH),08:15,18:15
EG-EMP-1080,Ahmed Mansour,2023-10-05,Present (Office),09:45,17:45
EG-EMP-1081,Mariam Hassan,2023-10-05,Present (Office),09:45,17:15
EG-EMP-1082,Youssef Ali,2023-10-05,Present (WFH),09:45,19:30
EG-EMP-1083,Laila Ibrahim,2023-10-05,Present (Office),09:45,17:45
EG-EMP-1084,Khaled Soliman,2023-10-05,Present (WFH),09:30,19:45
EG-EMP-1085,Salma Khalil,2023-10-05,Present (WFH),09:00,19:00
EG-EMP-1086,Omar Said,2023-10-05,Present (Office),09:15,17:15
EG-EMP-1087,Dina Mahmoud,2023-10-05,Present (Office),09:30,18:45
EG-EMP-1088,Kareem Farid,2023-10-05,Present (Office),09:00,17:15
EG-EMP-1089,Hoda Reda,2023-10-05,Present (Office),09:00,17:15
EG-EMP-1090,Ahmed Mansour,2023-10-05,Present (Office),08:45,19:00
EG-EMP-1091,Mariam Hassan,2023-10-05,Sick Leave,,
EG-EMP-1092,Youssef Ali,2023-10-05,Present (WFH),09:00,19:15
EG-EMP-1093,Laila Ibrahim,2023-10-05,Present (WFH),08:30,18:30
EG-EMP-1094,Khaled Soliman,2023-10-05,Present (Office),08:30,19:15
EG-EMP-1095,Salma Khalil,2023-10-05,Present (Office),09:45,18:15
EG-EMP-1096,Omar Said,2023-10-05,Present (WFH),09:00,19:30
EG-EMP-1097,Dina Mahmoud,2023-10-05,Present (Office),08:30,19:15
EG-EMP-1098,Kareem Farid,2023-10-05,Present (Office),09:15,18:00
EG-EMP-1099,Hoda Reda,2023-10-05,Present (WFH),08:45,19:30
EG-EMP-1000,Ahmed Mansour,2023-10-09,Present (WFH),09:45,17:30
EG-EMP-1001,Mariam Hassan,2023-10-09,Present (Office),09:00,17:30
EG-EMP-1002,Youssef Ali,2023-10-09,Present (WFH),09:30,19:00
EG-EMP-1003,Laila Ibrahim,2023-10-09,Present (WFH),09:30,18:45
EG-EMP-1004,Khaled Soliman,2023-10-09,Present (Office),08:00,19:15
EG-EMP-1005,Salma Khalil,2023-10-09,Annual Leave,,
EG-EMP-1006,Omar Said,2023-10-09,Present (Office),08:00,19:00
EG-EMP-1007,Dina Mahmoud,2023-10-09,Present (Office),08:00,19:45
EG-EMP-1008,Kareem Farid,2023-10-09,Present (WFH),09:15,19:45
EG-EMP-1009,Hoda Reda,2023-10-09,Present (Office),08:30,19:15
EG-EMP-1010,Ahmed Mansour,2023-10-09,Absent,,
EG-EMP-1011,Mariam Hassan,2023-10-09,Present (WFH),08:30,19:30
EG-EMP-1012,Youssef Ali,2023-10-09,Present (Office),09:00,17:15
EG-EMP-1013,Laila Ibrahim,2023-10-09,Absent,,
EG-EMP-1014,Khaled Soliman,2023-10-09,Present (WFH),09:30,17:30
EG-EMP-1015,Salma Khalil,2023-10-09,Present (Office),08:15,17:45
EG-EMP-1016,Omar Said,2023-10-09,Present (Office),08:45,18:00
EG-EMP-1017,Dina Mahmoud,2023-10-09,Present (WFH),09:15,18:15
EG-EMP-1018,Kareem Farid,2023-10-09,Present (WFH),08:15,19:15
EG-EMP-1019,Hoda Reda,2023-10-09,Present (Office),08:00,19:45
EG-EMP-1020,Ahmed Mansour,2023-10-09,Annual Leave,,
EG-EMP-1021,Mariam Hassan,2023-10-09,Present (Office),09:45,19:30
EG-EMP-1022,Youssef Ali,2023-10-09,Present (WFH),08:00,17:30
EG-EMP-1023,Laila Ibrahim,2023-10-09,Present (Office),08:30,19:00
EG-EMP-1024,Khaled Soliman,2023-10-09,Present (WFH),09:15,18:15
EG-EMP-1025,Salma Khalil,2023-10-09,Present (WFH),08:45,18:15
EG-EMP-1026,Omar Said,2023-10-09,Present (Office),08:30,18:00
EG-EMP-1027,Dina Mahmoud,2023-10-09,Present (WFH),09:45,17:45
EG-EMP-1028,Kareem Farid,2023-10-09,Sick Leave,,
EG-EMP-1029,Hoda Reda,2023-10-09,Present (Office),08:45,19:30
EG-EMP-1030,Ahmed Mansour,2023-10-09,Absent,,
EG-EMP-1031,Mariam Hassan,2023-10-09,Present (WFH),08:30,18:15
EG-EMP-1032,Youssef Ali,2023-10-09,Present (Office),09:15,19:00
EG-EMP-1033,Laila Ibrahim,2023-10-09,Present (Office),08:30,17:30
EG-EMP-1034,Khaled Soliman,2023-10-09,Present (WFH),08:45,17:00
EG-EMP-1035,Salma Khalil,2023-10-09,Present (WFH),09:15,18:30
EG-EMP-1036,Omar Said,2023-10-09,Present (Office),08:00,18:15
EG-EMP-1037,Dina Mahmoud,2023-10-09,Present (WFH),09:15,17:30
EG-EMP-1038,Kareem Farid,2023-10-09,Present (WFH),09:45,17:15
EG-EMP-1039,Hoda Reda,2023-10-09,Present (WFH),09:30,19:45
EG-EMP-1040,Ahmed Mansour,2023-10-09,Present (Office),08:15,17:00
EG-EMP-1041,Mariam Hassan,2023-10-09,Present (WFH),09:45,17:15
EG-EMP-1042,Youssef Ali,2023-10-09,Absent,,
EG-EMP-1043,Laila Ibrahim,2023-10-09,Present (WFH),09:15,17:45
EG-EMP-1044,Khaled Soliman,2023-10-09,Present (Office),09:15,19:30
EG-EMP-1045,Salma Khalil,2023-10-09,Present (Office),09:00,17:00
EG-EMP-1046,Omar Said,2023-10-09,Present (WFH),09:00,19:00
EG-EMP-1047,Dina Mahmoud,2023-10-09,Present (WFH),09:30,18:30
EG-EMP-1048,Kareem Farid,2023-10-09,Present (WFH),08:45,17:00
EG-EMP-1049,Hoda Reda,2023-10-09,Present (WFH),08:15,17:15
EG-EMP-1050,Ahmed Mansour,2023-10-09,Present (Office),09:30,18:45
EG-EMP-1051,Mariam Hassan,2023-10-09,Present (WFH),08:45,17:15
EG-EMP-1052,Youssef Ali,2023-10-09,Present (WFH),08:00,19:00
EG-EMP-1053,Laila Ibrahim,2023-10-09,Present (WFH),09:15,18:15
EG-EMP-1054,Khaled Soliman,2023-10-09,Present (WFH),09:00,18:30
EG-EMP-1055,Salma Khalil,2023-10-09,Present (Office),09:15,18:00
EG-EMP-1056,Omar Said,2023-10-09,Present (Office),09:30,19:00
EG-EMP-1057,Dina Mahmoud,2023-10-09,Present (Office),09:00,17:15
EG-EMP-1058,Kareem Farid,2023-10-09,Absent,,
EG-EMP-1059,Hoda Reda,2023-10-09,Present (Office),08:45,18:00
EG-EMP-1060,Ahmed Mansour,2023-10-09,Present (Office),08:15,18:30
EG-EMP-1061,Mariam Hassan,2023-10-09,Present (Office),08:45,19:00
EG-EMP-1062,Youssef Ali,2023-10-09,Present (WFH),08:15,18:15
EG-EMP-1063,Laila Ibrahim,2023-10-09,Present (Office),09:30,19:15
EG-EMP-1064,Khaled Soliman,2023-10-09,Present (WFH),09:15,18:15
EG-EMP-1065,Salma Khalil,2023-10-09,Present (WFH),09:00,19:00
EG-EMP-1066,Omar Said,2023-10-09,Present (Office),08:45,17:30
EG-EMP-1067,Dina Mahmoud,2023-10-09,Present (Office),09:15,18:15
EG-EMP-1068,Kareem Farid,2023-10-09,Present (WFH),08:30,18:00
EG-EMP-1069,Hoda Reda,2023-10-09,Present (Office),08:15,17:15
EG-EMP-1070,Ahmed Mansour,2023-10-09,Present (Office),08:45,18:15
EG-EMP-1071,Mariam Hassan,2023-10-09,Present (Office),08:00,17:45
EG-EMP-1072,Youssef Ali,2023-10-09,Present (Office),08:00,17:30
EG-EMP-1073,Laila Ibrahim,2023-10-09,Present (Office),08:45,19:00
EG-EMP-1074,Khaled Soliman,2023-10-09,Present (Office),09:00,19:30
EG-EMP-1075,Salma Khalil,2023-10-09,Present (WFH),09:45,18:30
EG-EMP-1076,Omar Said,2023-10-09,Sick Leave,,
EG-EMP-1077,Dina Mahmoud,2023-10-09,Present (Office),09:00,19:45
EG-EMP-1078,Kareem Farid,2023-10-09,Present (Office),09:30,17:00
EG-EMP-1079,Hoda Reda,2023-10-09,Present (WFH),09:00,17:45
EG-EMP-1080,Ahmed Mansour,2023-10-09,Present (Office),08:30,18:45
EG-EMP-1081,Mariam Hassan,2023-10-09,Present (Office),09:45,17:30
EG-EMP-1082,Youssef Ali,2023-10-09,Present (WFH),09:15,17:15
EG-EMP-1083,Laila Ibrahim,2023-10-09,Present (Office),09:30,17:45
EG-EMP-1084,Khaled Soliman,2023-10-09,Present (Office),09:00,18:00
EG-EMP-1085,Salma Khalil,2023-10-09,Present (Office),08:15,18:45
EG-EMP-1086,Omar Said,2023-10-09,Present (WFH),09:15,18:45
EG-EMP-1087,Dina Mahmoud,2023-10-09,Present (WFH),09:45,19:30
EG-EMP-1088,Kareem Farid,2023-10-09,Present (Office),08:15,17:30
EG-EMP-1089,Hoda Reda,2023-10-09,Present (WFH),09:15,19:30
EG-EMP-1090,Ahmed Mansour,2023-10-09,Present (Office),08:30,18:15
EG-EMP-1091,Mariam Hassan,2023-10-09,Present (Office),08:30,18:15
EG-EMP-1092,Youssef Ali,2023-10-09,Sick Leave,,
EG-EMP-1093,Laila Ibrahim,2023-10-09,Present (WFH),09:00,18:30
EG-EMP-1094,Khaled Soliman,2023-10-09,Present (WFH),08:30,19:15
EG-EMP-1095,Salma Khalil,2023-10-09,Present (Office),09:15,19:00
EG-EMP-1096,Omar Said,2023-10-09,Present (WFH),09:00,18:15
EG-EMP-1097,Dina Mahmoud,2023-10-09,Present (Office),08:45,18:45
EG-EMP-1098,Kareem Farid,2023-10-09,Present (WFH),09:30,19:00
EG-EMP-1099,Hoda Reda,2023-10-09,Present (WFH),09:15,17:00
EG-EMP-1000,Ahmed Mansour,2023-10-10,Present (Office),08:30,17:00
EG-EMP-1001,Mariam Hassan,2023-10-10,Present (WFH),08:15,17:00
EG-EMP-1002,Youssef Ali,2023-10-10,Present (Office),09:30,18:30
EG-EMP-1003,Laila Ibrahim,2023-10-10,Present (WFH),08:30,17:15
EG-EMP-1004,Khaled Soliman,2023-10-10,Present (WFH),08:00,18:45
EG-EMP-1005,Salma Khalil,2023-10-10,Present (Office),08:30,19:45
EG-EMP-1006,Omar Said,2023-10-10,Present (WFH),09:45,19:15
EG-EMP-1007,Dina Mahmoud,2023-10-10,Present (Office),09:15,18:15
EG-EMP-1008,Kareem Farid,2023-10-10,Present (WFH),08:15,17:45
EG-EMP-1009,Hoda Reda,2023-10-10,Present (Office),08:30,19:00
EG-EMP-1010,Ahmed Mansour,2023-10-10,Present (WFH),08:15,18:00
EG-EMP-1011,Mariam Hassan,2023-10-10,Present (Office),08:45,19:30
EG-EMP-1012,Youssef Ali,2023-10-10,Annual Leave,,
EG-EMP-1013,Laila Ibrahim,2023-10-10,Present (WFH),09:45,17:45
EG-EMP-1014,Khaled Soliman,2023-10-10,Present (WFH),09:45,19:15
EG-EMP-1015,Salma Khalil,2023-10-10,Present (Office),08:00,19:30
EG-EMP-1016,Omar Said,2023-10-10,Present (WFH),09:15,18:30
EG-EMP-1017,Dina Mahmoud,2023-10-10,Present (WFH),09:30,19:00
EG-EMP-1018,Kareem Farid,2023-10-10,Present (WFH),08:45,17:30
EG-EMP-1019,Hoda Reda,2023-10-10,Present (Office),08:15,18:00
EG-EMP-1020,Ahmed Mansour,2023-10-10,Present (Office),08:30,17:45
EG-EMP-1021,Mariam Hassan,2023-10-10,Present (Office),08:45,17:15
EG-EMP-1022,Youssef Ali,2023-10-10,Absent,,
EG-EMP-1023,Laila Ibrahim,2023-10-10,Absent,,
EG-EMP-1024,Khaled Soliman,2023-10-10,Present (WFH),08:45,18:45
EG-EMP-1025,Salma Khalil,2023-10-10,Present (Office),08:45,18:00
EG-EMP-1026,Omar Said,2023-10-10,Present (WFH),09:15,19:45
EG-EMP-1027,Dina Mahmoud,2023-10-10,Present (WFH),09:15,19:15
EG-EMP-1028,Kareem Farid,2023-10-10,Present (Office),09:30,19:15
EG-EMP-1029,Hoda Reda,2023-10-10,Present (Office),09:30,19:15
EG-EMP-1030,Ahmed Mansour,2023-10-10,Present (WFH),09:15,19:45
EG-EMP-1031,Mariam Hassan,2023-10-10,Present (WFH),09:30,17:45
EG-EMP-1032,Youssef Ali,2023-10-10,Present (WFH),08:30,17:15
EG-EMP-1033,Laila Ibrahim,2023-10-10,Present (Office),08:45,19:00
EG-EMP-1034,Khaled Soliman,2023-10-10,Present (WFH),09:15,17:30
EG-EMP-1035,Salma Khalil,2023-10-10,Present (WFH),08:00,17:45
EG-EMP-1036,Omar Said,2023-10-10,Present (WFH),09:45,18:30
EG-EMP-1037,Dina Mahmoud,2023-10-10,Present (Office),08:00,19:15
EG-EMP-1038,Kareem Farid,2023-10-10,Present (WFH),08:45,18:00
EG-EMP-1039,Hoda Reda,2023-10-10,Sick Leave,,
EG-EMP-1040,Ahmed Mansour,2023-10-10,Present (WFH),09:45,17:45
EG-EMP-1041,Mariam Hassan,2023-10-10,Present (Office),09:00,17:45
EG-EMP-1042,Youssef Ali,2023-10-10,Sick Leave,,
EG-EMP-1043,Laila Ibrahim,2023-10-10,Present (WFH),09:45,19:45
EG-EMP-1044,Khaled Soliman,2023-10-10,Present (WFH),09:45,17:45
EG-EMP-1045,Salma Khalil,2023-10-10,Present (Office),08:00,19:45
EG-EMP-1046,Omar Said,2023-10-10,Present (WFH),09:00,18:30
EG-EMP-1047,Dina Mahmoud,2023-10-10,Present (Office),08:15,19:15
EG-EMP-1048,Kareem Farid,2023-10-10,Present (WFH),09:00,17:30
EG-EMP-1049,Hoda Reda,2023-10-10,Present (Office),09:00,19:15
EG-EMP-1050,Ahmed Mansour,2023-10-10,Present (WFH),09:45,17:30
EG-EMP-1051,Mariam Hassan,2023-10-10,Present (WFH),09:45,17:45
EG-EMP-1052,Youssef Ali,2023-10-10,Present (Office),09:30,18:45
EG-EMP-1053,Laila Ibrahim,2023-10-10,Absent,,
EG-EMP-1054,Khaled Soliman,2023-10-10,Present (WFH),08:00,19:15
EG-EMP-1055,Salma Khalil,2023-10-10,Present (Office),08:45,19:30
EG-EMP-1056,Omar Said,2023-10-10,Absent,,
EG-EMP-1057,Dina Mahmoud,2023-10-10,Present (WFH),08:15,17:00
EG-EMP-1058,Kareem Farid,2023-10-10,Present (WFH),08:15,17:15
EG-EMP-1059,Hoda Reda,2023-10-10,Present (Office),08:15,17:00
EG-EMP-1060,Ahmed Mansour,2023-10-10,Present (Office),08:00,18:45
EG-EMP-1061,Mariam Hassan,2023-10-10,Present (WFH),08:45,19:00
EG-EMP-1062,Youssef Ali,2023-10-10,Present (Office),09:30,17:00
EG-EMP-1063,Laila Ibrahim,2023-10-10,Present (WFH),08:30,17:15
EG-EMP-1064,Khaled Soliman,2023-10-10,Present (Office),08:30,18:00
EG-EMP-1065,Salma Khalil,2023-10-10,Present (WFH),09:30,17:15
EG-EMP-1066,Omar Said,2023-10-10,Present (WFH),09:15,17:15
EG-EMP-1067,Dina Mahmoud,2023-10-10,Present (WFH),08:45,17:00
EG-EMP-1068,Kareem Farid,2023-10-10,Present (Office),09:45,19:30
EG-EMP-1069,Hoda Reda,2023-10-10,Present (WFH),08:15,19:00
EG-EMP-1070,Ahmed Mansour,2023-10-10,Present (WFH),08:30,18:45
EG-EMP-1071,Mariam Hassan,2023-10-10,Present (WFH),09:30,17:15
EG-EMP-1072,Youssef Ali,2023-10-10,Present (WFH),09:00,17:45
EG-EMP-1073,Laila Ibrahim,2023-10-10,Present (Office),08:30,19:30
EG-EMP-1074,Khaled Soliman,2023-10-10,Present (Office),08:15,19:30
EG-EMP-1075,Salma Khalil,2023-10-10,Present (Office),08:00,18:00
EG-EMP-1076,Omar Said,2023-10-10,Present (Office),08:45,18:30
EG-EMP-1077,Dina Mahmoud,2023-10-10,Present (Office),09:30,18:30
EG-EMP-1078,Kareem Farid,2023-10-10,Present (WFH),08:00,17:00
EG-EMP-1079,Hoda Reda,2023-10-10,Present (Office),08:15,18:15
EG-EMP-1080,Ahmed Mansour,2023-10-10,Annual Leave,,
EG-EMP-1081,Mariam Hassan,2023-10-10,Present (Office),09:00,17:45
EG-EMP-1082,Youssef Ali,2023-10-10,Annual Leave,,
EG-EMP-1083,Laila Ibrahim,2023-10-10,Annual Leave,,
EG-EMP-1084,Khaled Soliman,2023-10-10,Present (WFH),08:15,18:00
EG-EMP-1085,Salma Khalil,2023-10-10,Present (WFH),08:00,17:15
EG-EMP-1086,Omar Said,2023-10-10,Present (Office),09:00,17:30
EG-EMP-1087,Dina Mahmoud,2023-10-10,Present (WFH),09:15,18:30
EG-EMP-1088,Kareem Farid,2023-10-10,Present (Office),09:30,17:45
EG-EMP-1089,Hoda Reda,2023-10-10,Sick Leave,,
EG-EMP-1090,Ahmed Mansour,2023-10-10,Present (Office),08:15,19:00
EG-EMP-1091,Mariam Hassan,2023-10-10,Present (WFH),09:45,19:30
EG-EMP-1092,Youssef Ali,2023-10-10,Present (WFH),09:30,18:15
EG-EMP-1093,Laila Ibrahim,2023-10-10,Present (Office),09:15,18:45
EG-EMP-1094,Khaled Soliman,2023-10-10,Present (Office),09:30,19:15
EG-EMP-1095,Salma Khalil,2023-10-10,Present (WFH),09:30,17:00
EG-EMP-1096,Omar Said,2023-10-10,Present (Office),08:00,19:45
EG-EMP-1097,Dina Mahmoud,2023-10-10,Present (Office),09:00,17:15
EG-EMP-1098,Kareem Farid,2023-10-10,Present (Office),08:00,19:30
EG-EMP-1099,Hoda Reda,2023-10-10,Present (WFH),08:15,18:15
EG-EMP-1000,Ahmed Mansour,2023-10-11,Present (WFH),08:15,17:15
EG-EMP-1001,Mariam Hassan,2023-10-11,Present (WFH),09:00,17:00
EG-EMP-1002,Youssef Ali,2023-10-11,Present (WFH),09:30,19:00
EG-EMP-1003,Laila Ibrahim,2023-10-11,Present (WFH),08:00,19:30
EG-EMP-1004,Khaled Soliman,2023-10-11,Present (WFH),09:45,19:15
EG-EMP-1005,Salma Khalil,2023-10-11,Present (WFH),08:15,18:45
EG-EMP-1006,Omar Said,2023-10-11,Sick Leave,,
EG-EMP-1007,Dina Mahmoud,2023-10-11,Present (WFH),08:15,19:00
EG-EMP-1008,Kareem Farid,2023-10-11,Annual Leave,,
EG-EMP-1009,Hoda Reda,2023-10-11,Present (Office),08:30,19:00
EG-EMP-1010,Ahmed Mansour,2023-10-11,Present (WFH),09:15,18:45
EG-EMP-1011,Mariam Hassan,2023-10-11,Present (WFH),08:15,17:00
EG-EMP-1012,Youssef Ali,2023-10-11,Present (WFH),09:15,17:00
EG-EMP-1013,Laila Ibrahim,2023-10-11,Present (WFH),08:30,18:45
EG-EMP-1014,Khaled Soliman,2023-10-11,Present (Office),08:45,17:00
EG-EMP-1015,Salma Khalil,2023-10-11,Present (Office),09:30,17:45
EG-EMP-1016,Omar Said,2023-10-11,Present (Office),09:45,17:15
EG-EMP-1017,Dina Mahmoud,2023-10-11,Absent,,
EG-EMP-1018,Kareem Farid,2023-10-11,Present (Office),09:30,18:15
EG-EMP-1019,Hoda Reda,2023-10-11,Present (Office),08:45,18:15
EG-EMP-1020,Ahmed Mansour,2023-10-11,Present (WFH),09:30,17:00
EG-EMP-1021,Mariam Hassan,2023-10-11,Present (WFH),08:15,19:00
EG-EMP-1022,Youssef Ali,2023-10-11,Present (WFH),08:45,18:45
EG-EMP-1023,Laila Ibrahim,2023-10-11,Present (WFH),09:30,18:45
EG-EMP-1024,Khaled Soliman,2023-10-11,Present (Office),08:00,19:30
EG-EMP-1025,Salma Khalil,2023-10-11,Present (WFH),09:15,19:00
EG-EMP-1026,Omar Said,2023-10-11,Present (Office),09:30,18:30
EG-EMP-1027,Dina Mahmoud,2023-10-11,Present (Office),09:30,19:00
EG-EMP-1028,Kareem Farid,2023-10-11,Present (Office),09:30,18:00
EG-EMP-1029,Hoda Reda,2023-10-11,Present (WFH),08:15,19:00
EG-EMP-1030,Ahmed Mansour,2023-10-11,Present (Office),09:15,18:30
EG-EMP-1031,Mariam Hassan,2023-10-11,Present (Office),08:45,17:00
EG-EMP-1032,Youssef Ali,2023-10-11,Present (Office),08:30,17:15
EG-EMP-1033,Laila Ibrahim,2023-10-11,Annual Leave,,
EG-EMP-1034,Khaled Soliman,2023-10-11,Present (Office),09:45,19:00
EG-EMP-1035,Salma Khalil,2023-10-11,Present (WFH),09:30,17:30
EG-EMP-1036,Omar Said,2023-10-11,Present (Office),08:00,18:30
EG-EMP-1037,Dina Mahmoud,2023-10-11,Present (Office),09:15,17:45
EG-EMP-1038,Kareem Farid,2023-10-11,Present (Office),09:00,17:45
EG-EMP-1039,Hoda Reda,2023-10-11,Present (Office),09:45,18:00
EG-EMP-1040,Ahmed Mansour,2023-10-11,Present (WFH),09:00,17:45
EG-EMP-1041,Mariam Hassan,2023-10-11,Present (Office),08:30,18:00
EG-EMP-1042,Youssef Ali,2023-10-11,Present (WFH),09:30,19:15
EG-EMP-1043,Laila Ibrahim,2023-10-11,Present (Office),08:00,18:15
EG-EMP-1044,Khaled Soliman,2023-10-11,Present (WFH),09:00,18:45
EG-EMP-1045,Salma Khalil,2023-10-11,Present (Office),08:45,19:30
EG-EMP-1046,Omar Said,2023-10-11,Annual Leave,,
EG-EMP-1047,Dina Mahmoud,2023-10-11,Sick Leave,,
EG-EMP-1048,Kareem Farid,2023-10-11,Present (WFH),08:00,19:30
EG-EMP-1049,Hoda Reda,2023-10-11,Present (WFH),09:45,18:30
EG-EMP-1050,Ahmed Mansour,2023-10-11,Sick Leave,,
EG-EMP-1051,Mariam Hassan,2023-10-11,Present (Office),08:00,19:30
EG-EMP-1052,Youssef Ali,2023-10-11,Present (WFH),09:00,19:30
EG-EMP-1053,Laila Ibrahim,2023-10-11,Absent,,
EG-EMP-1054,Khaled Soliman,2023-10-11,Present (Office),08:45,19:45
EG-EMP-1055,Salma Khalil,2023-10-11,Present (Office),08:45,18:15
EG-EMP-1056,Omar Said,2023-10-11,Present (WFH),08:30,19:30
EG-EMP-1057,Dina Mahmoud,2023-10-11,Present (WFH),08:30,17:30
EG-EMP-1058,Kareem Farid,2023-10-11,Present (Office),08:15,17:15
EG-EMP-1059,Hoda Reda,2023-10-11,Present (WFH),08:30,17:45
EG-EMP-1060,Ahmed Mansour,2023-10-11,Present (WFH),09:30,19:15
EG-EMP-1061,Mariam Hassan,2023-10-11,Absent,,
EG-EMP-1062,Youssef Ali,2023-10-11,Present (WFH),08:30,19:30
EG-EMP-1063,Laila Ibrahim,2023-10-11,Present (Office),09:30,18:15
EG-EMP-1064,Khaled Soliman,2023-10-11,Present (Office),09:30,18:45
EG-EMP-1065,Salma Khalil,2023-10-11,Present (WFH),08:45,19:00
EG-EMP-1066,Omar Said,2023-10-11,Present (Office),09:45,17:30
EG-EMP-1067,Dina Mahmoud,2023-10-11,Present (WFH),09:00,19:15
EG-EMP-1068,Kareem Farid,2023-10-11,Present (Office),08:00,19:15
EG-EMP-1069,Hoda Reda,2023-10-11,Present (Office),08:00,19:15
EG-EMP-1070,Ahmed Mansour,2023-10-11,Present (WFH),09:30,17:30
EG-EMP-1071,Mariam Hassan,2023-10-11,Present (WFH),08:30,17:15
EG-EMP-1072,Youssef Ali,2023-10-11,Present (WFH),08:15,17:30
EG-EMP-1073,Laila Ibrahim,2023-10-11,Present (Office),09:15,19:15
EG-EMP-1074,Khaled Soliman,2023-10-11,Present (WFH),09:15,17:00
EG-EMP-1075,Salma Khalil,2023-10-11,Present (WFH),08:00,17:30
EG-EMP-1076,Omar Said,2023-10-11,Present (Office),08:00,19:30
EG-EMP-1077,Dina Mahmoud,2023-10-11,Present (WFH),08:15,19:15
EG-EMP-1078,Kareem Farid,2023-10-11,Sick Leave,,
EG-EMP-1079,Hoda Reda,2023-10-11,Present (Office),08:15,18:30
EG-EMP-1080,Ahmed Mansour,2023-10-11,Annual Leave,,
EG-EMP-1081,Mariam Hassan,2023-10-11,Present (WFH),08:45,19:15
EG-EMP-1082,Youssef Ali,2023-10-11,Present (Office),08:30,19:30
EG-EMP-1083,Laila Ibrahim,2023-10-11,Present (Office),08:00,17:00
EG-EMP-1084,Khaled Soliman,2023-10-11,Present (WFH),09:00,19:00
EG-EMP-1085,Salma Khalil,2023-10-11,Present (Office),09:30,18:30
EG-EMP-1086,Omar Said,2023-10-11,Present (Office),09:15,18:45
EG-EMP-1087,Dina Mahmoud,2023-10-11,Present (Office),09:00,17:15
EG-EMP-1088,Kareem Farid,2023-10-11,Present (WFH),09:00,19:00
EG-EMP-1089,Hoda Reda,2023-10-11,Present (WFH),08:45,17:15
EG-EMP-1090,Ahmed Mansour,2023-10-11,Present (Office),08:00,17:30
EG-EMP-1091,Mariam Hassan,2023-10-11,Present (WFH),09:15,19:00
EG-EMP-1092,Youssef Ali,2023-10-11,Present (Office),08:00,19:15
EG-EMP-1093,Laila Ibrahim,2023-10-11,Present (WFH),08:15,19:00
EG-EMP-1094,Khaled Soliman,2023-10-11,Present (Office),08:00,18:45
EG-EMP-1095,Salma Khalil,2023-10-11,Annual Leave,,
EG-EMP-1096,Omar Said,2023-10-11,Annual Leave,,
EG-EMP-1097,Dina Mahmoud,2023-10-11,Present (Office),08:30,19:30
EG-EMP-1098,Kareem Farid,2023-10-11,Present (WFH),08:00,18:45
EG-EMP-1099,Hoda Reda,2023-10-11,Present (Office),08:45,18:30
EG-EMP-1000,Ahmed Mansour,2023-10-12,Absent,,
EG-EMP-1001,Mariam Hassan,2023-10-12,Present (Office),09:15,19:30
EG-EMP-1002,Youssef Ali,2023-10-12,Absent,,
EG-EMP-1003,Laila Ibrahim,2023-10-12,Present (Office),08:30,17:15
EG-EMP-1004,Khaled Soliman,2023-10-12,Present (WFH),09:00,17:30
EG-EMP-1005,Salma Khalil,2023-10-12,Present (WFH),08:15,17:00
EG-EMP-1006,Omar Said,2023-10-12,Present (Office),08:45,19:15
EG-EMP-1007,Dina Mahmoud,2023-10-12,Present (Office),09:45,17:30
